Date,Close,Open,High,Low,Volume
2023-03-22,183.44000244140625,180.39999389648438,183.94000244140625,180.27999877929688,11969600
2023-03-23,185.74000549316406,183.91000366210938,186.24000549316406,183.60000610351562,11347100
2023-03-24,183.64999389648438,185.61000061035156,185.99000549316406,183.6199951171875,9245900
2023-03-27,181.9499969482422,181.14999389648438,182.14999389648438,180.69000244140625,6925000
2023-03-28,183.44000244140625,182.30999755859375,183.6199951171875,182.1199951171875,6202600
2023-03-29,182.52999877929688,182.49000549316406,183.27000427246094,182.24000549316406,4996500
2023-03-30,184.17999267578125,182.75,184.44000244140625,182.5500030517578,6360300
2023-03-31,183.22000122070312,184.11000061035156,184.4199981689453,182.8000030517578,8003300
2023-04-03,184.5399932861328,183.85000610351562,185.0399932861328,183.32000732421875,9206600
2023-04-04,187.97999572753906,184.72000122070312,188.22999572753906,184.66000366210938,13765400
2023-04-05,187.8300018310547,188.33999633789062,188.86000061035156,186.77999877929688,11440800
2023-04-06,186.49000549316406,186.88999938964844,187.25999450683594,185.9499969482422,6648400
2023-04-10,185.11000061035156,185.17999267578125,185.36000061035156,184.19000244140625,6408100
2023-04-11,186.27999877929688,185.91000366210938,186.50999450683594,185.63999938964844,6031500
2023-04-12,187.19000244140625,187.5399932861328,187.66000366210938,185.97000122070312,10000900
2023-04-13,189.72000122070312,189.75999450683594,190.41000366210938,188.99000549316406,14060100
2023-04-14,186.36000061035156,188.0800018310547,188.49000549316406,185.1699981689453,13272500
2023-04-17,185.52999877929688,185.88999938964844,185.92999267578125,184.10000610351562,7468100
2023-04-18,186.25,185.24000549316406,186.99000549316406,185.0399932861328,8056900
2023-04-19,185.36000061035156,184.35000610351562,185.5800018310547,184.27999877929688,7373500
2023-04-20,186.08999633789062,186.13999938964844,187.02999877929688,185.77999877929688,5789900
2023-04-21,184.25,184.97999572753906,185.67999267578125,183.22000122070312,10698700
2023-04-24,184.80999755859375,184.07000732421875,185.02999877929688,183.4600067138672,8303400
2023-04-25,185.75,184.83999633789062,186.22000122070312,184.3000030517578,8451900
2023-04-26,184.74000549316406,186.6300048828125,186.64999389648438,184.3000030517578,8203600
2023-04-27,184.75,183.89999389648438,184.99000549316406,183.3800048828125,9107400
2023-04-28,184.8000030517578,184.7899932861328,185.3800048828125,184.1699981689453,6700400
2023-05-01,183.97000122070312,186.0500030517578,186.22000122070312,183.91000366210938,7997700
2023-05-02,187.52000427246094,184.64999389648438,187.63999938964844,184.52000427246094,14680600
2023-05-03,189.11000061035156,187.61000061035156,189.2100067138672,186.92999267578125,11133800
2023-05-04,190.44000244140625,188.86000061035156,191.36000061035156,188.80999755859375,14146800
2023-05-05,187.4600067138672,186.55999755859375,187.5800018310547,185.77000427246094,12508100
2023-05-08,187.69000244140625,187.82000732421875,188.6699981689453,187.49000549316406,6075400
2023-05-09,189.02000427246094,188.1199951171875,189.3300018310547,188.07000732421875,7098800
2023-05-10,188.75,188.97999572753906,189.63999938964844,187.82000732421875,9392100
2023-05-11,187.1300048828125,188.44000244140625,188.80999755859375,186.86000061035156,8245500
2023-05-12,186.80999755859375,187.42999267578125,187.9199981689453,186.5800018310547,7087500
2023-05-15,187.2100067138672,187.3000030517578,187.8800048828125,187.02999877929688,5518100
2023-05-16,184.8699951171875,186.5800018310547,186.82000732421875,184.4600067138672,9519500
2023-05-17,184.22999572753906,184.30999755859375,184.4499969482422,183.47999572753906,7474300
2023-05-18,181.83999633789062,182.10000610351562,182.27999877929688,181.33999633789062,8812600
2023-05-19,183.63999938964844,182.25,184.33999633789062,181.80999755859375,8435000
2023-05-22,183.2100067138672,183.22000122070312,183.83999633789062,182.91000366210938,4834300
2023-05-23,183.42999267578125,182.77999877929688,183.75999450683594,182.47999572753906,6345000
2023-05-24,181.9499969482422,183.5399932861328,183.5399932861328,181.77000427246094,6732900
2023-05-25,180.1999969482422,181.17999267578125,181.30999755859375,180.10000610351562,6919200
2023-05-26,180.9199981689453,181.00999450683594,181.3000030517578,180.08999633789062,5823700
2023-05-30,182.0399932861328,181.72000122070312,182.39999389648438,181.1699981689453,4906100
2023-05-31,182.32000732421875,182.38999938964844,183.4499969482422,182.10000610351562,8497900
2023-06-01,183.75999450683594,182.80999755859375,184.2100067138672,182.72000122070312,7300500
2023-06-02,181.0500030517578,183.52999877929688,183.55999755859375,180.9600067138672,8726100
2023-06-05,182.13999938964844,180.7899932861328,182.44000244140625,180.60000610351562,5748800
2023-06-06,182.33999633789062,182.36000061035156,182.64999389648438,181.52000427246094,4967200
2023-06-07,180.14999389648438,181.94000244140625,183.0,180.14999389648438,9066500
2023-06-08,182.52999877929688,182.0,183.0399932861328,181.9600067138672,6394100
2023-06-09,182.0399932861328,182.36000061035156,182.7899932861328,181.72000122070312,4379200
2023-06-12,181.8800048828125,181.8000030517578,181.94000244140625,181.0399932861328,4873600
2023-06-13,180.5399932861328,182.10000610351562,182.42999267578125,180.1699981689453,5126700
2023-06-14,180.63999938964844,181.69000244140625,181.9600067138672,180.13999938964844,6807000
2023-06-15,181.91000366210938,180.27999877929688,182.0500030517578,180.17999267578125,6739000
2023-06-16,181.6300048828125,181.92999267578125,182.6199951171875,181.41000366210938,8779100
2023-06-20,179.75,180.05999755859375,180.08999633789062,179.22000122070312,7584200
2023-06-21,179.49000549316406,179.14999389648438,179.9499969482422,178.19000244140625,6702300
2023-06-22,177.7100067138672,178.36000061035156,178.99000549316406,177.6300048828125,7945000
2023-06-23,178.1999969482422,179.60000610351562,179.9499969482422,178.08999633789062,5419800
2023-06-26,178.50999450683594,179.0500030517578,179.0800018310547,178.4199981689453,3222100
2023-06-27,177.69000244140625,179.07000732421875,179.2899932861328,177.42999267578125,5036900
2023-06-28,177.27999877929688,177.22999572753906,177.69000244140625,176.6999969482422,5866700
2023-06-29,177.08999633789062,175.8300018310547,177.6300048828125,175.7899932861328,6862500
2023-06-30,178.27000427246094,177.69000244140625,178.52999877929688,177.32000732421875,6420900
2023-07-03,178.47000122070312,178.61000061035156,179.33999633789062,178.4600067138672,4085700
2023-07-05,177.83999633789062,179.41000366210938,179.4199981689453,177.8300018310547,5650600
2023-07-06,177.30999755859375,177.50999450683594,177.8000030517578,176.66000366210938,5133000
2023-07-07,178.63999938964844,178.3800048828125,179.64999389648438,178.35000610351562,5201100
2023-07-10,178.77999877929688,178.3699951171875,178.9199981689453,178.25999450683594,3320500
2023-07-11,179.4499969482422,179.42999267578125,179.7100067138672,179.1300048828125,2818800
2023-07-12,181.8800048828125,181.17999267578125,181.9499969482422,181.10000610351562,7062000
2023-07-13,182.00999450683594,181.9600067138672,182.14999389648438,181.49000549316406,4527900
2023-07-14,181.42999267578125,181.58999633789062,182.1699981689453,181.11000061035156,5390000
2023-07-17,181.55999755859375,180.99000549316406,181.6300048828125,180.63999938964844,4152400
2023-07-18,183.63999938964844,182.7899932861328,184.22999572753906,182.32000732421875,8238000
2023-07-19,183.6699981689453,183.4499969482422,183.83999633789062,182.8699951171875,3911600
2023-07-20,182.74000549316406,183.72999572753906,183.77000427246094,182.47000122070312,4972900
2023-07-21,182.17999267578125,182.05999755859375,182.4600067138672,181.67999267578125,3845400
2023-07-24,181.39999389648438,182.22000122070312,182.5399932861328,181.33999633789062,4370000
2023-07-25,182.41000366210938,181.72000122070312,182.47000122070312,181.10000610351562,4090100
2023-07-26,183.3000030517578,182.66000366210938,183.63999938964844,182.30999755859375,6158400
2023-07-27,180.4199981689453,181.63999938964844,181.63999938964844,180.32000732421875,7592800
2023-07-28,181.86000061035156,181.47999572753906,182.27000427246094,181.25,3828800
2023-07-31,182.35000610351562,182.42999267578125,183.08999633789062,182.30999755859375,5494800
2023-08-01,180.4600067138672,180.85000610351562,181.3800048828125,180.19000244140625,6239700
2023-08-02,179.60000610351562,180.57000732421875,180.7899932861328,179.41000366210938,6339700
2023-08-03,179.5399932861328,179.44000244140625,179.9499969482422,179.27999877929688,4636300
2023-08-04,180.19000244140625,180.25,180.77000427246094,179.85000610351562,5326200
2023-08-07,179.77999877929688,180.14999389648438,180.14999389648438,179.27000427246094,4510400
2023-08-08,178.63999938964844,178.63999938964844,179.3300018310547,178.4600067138672,6162900
2023-08-09,177.7899932861328,178.67999267578125,178.9199981689453,177.77999877929688,4644000
2023-08-10,177.60000610351562,178.22000122070312,178.6999969482422,177.5399932861328,5934600
2023-08-11,177.60000610351562,177.6999969482422,178.36000061035156,177.49000549316406,5289700
2023-08-14,177.05999755859375,176.86000061035156,177.5800018310547,176.5800018310547,9554500
2023-08-15,176.58999633789062,176.75,177.42999267578125,176.3300018310547,7582700
2023-08-16,175.57000732421875,176.6199951171875,176.9499969482422,175.55999755859375,6559400
2023-08-17,175.3000030517578,176.52999877929688,176.55999755859375,174.92999267578125,7937700
2023-08-18,175.3300018310547,175.8300018310547,176.05999755859375,175.10000610351562,6253000
2023-08-21,175.80999755859375,175.89999389648438,175.94000244140625,174.9600067138672,4206400
2023-08-22,176.10000610351562,175.8300018310547,176.25,175.30999755859375,5892200
2023-08-23,177.88999938964844,177.32000732421875,178.22000122070312,177.07000732421875,7949100
2023-08-24,177.85000610351562,177.66000366210938,178.49000549316406,177.41000366210938,5526400
2023-08-25,177.6199951171875,177.5800018310547,178.3800048828125,176.6300048828125,6132800
2023-08-28,178.1300048828125,177.64999389648438,178.72999572753906,177.50999450683594,4740700
2023-08-29,179.8699951171875,178.02999877929688,179.8800048828125,177.89999389648438,7576600
2023-08-30,180.32000732421875,180.5800018310547,180.8800048828125,180.2899932861328,6593700
2023-08-31,180.02000427246094,180.3699951171875,180.49000549316406,179.94000244140625,4795600
2023-09-01,180.11000061035156,180.8000030517578,181.1199951171875,179.50999450683594,4970700
2023-09-05,178.63999938964844,179.3300018310547,179.44000244140625,178.63999938964844,7056800
2023-09-06,177.8300018310547,178.3300018310547,179.00999450683594,177.6999969482422,6427200
2023-09-07,178.02000427246094,178.30999755859375,178.3699951171875,177.89999389648438,3257200
2023-09-08,178.0800018310547,178.36000061035156,179.0500030517578,177.89999389648438,3292700
2023-09-11,178.41000366210938,178.97000122070312,179.07000732421875,178.25999450683594,3689100
2023-09-12,177.49000549316406,177.11000061035156,177.6999969482422,177.0500030517578,4445400
2023-09-13,177.0800018310547,177.52999877929688,177.75,177.0399932861328,3874800
2023-09-14,177.1699981689453,176.5,177.38999938964844,176.36000061035156,6184400
2023-09-15,178.33999633789062,178.5500030517578,179.11000061035156,178.33999633789062,5620900
2023-09-18,179.38999938964844,178.82000732421875,179.41000366210938,178.3800048828125,5049300
2023-09-19,179.22000122070312,179.5399932861328,179.64999389648438,179.02999877929688,4224700
2023-09-20,179.35000610351562,179.33999633789062,180.66000366210938,179.32000732421875,9328000
2023-09-21,178.0500030517578,177.86000061035156,178.49000549316406,177.69000244140625,7571900
2023-09-22,178.6199951171875,178.64999389648438,178.9499969482422,178.50999450683594,3634800
2023-09-25,177.6999969482422,178.41000366210938,178.7100067138672,177.63999938964844,5582100
2023-09-26,176.27999877929688,176.8300018310547,177.13999938964844,176.16000366210938,7181100
2023-09-27,174.10000610351562,175.27000427246094,175.32000732421875,173.6999969482422,10919600
2023-09-28,173.22999572753906,173.91000366210938,174.13999938964844,172.32000732421875,10061900
2023-09-29,171.4499969482422,173.9199981689453,174.02999877929688,171.27000427246094,10427400
2023-10-02,169.64999389648438,170.22999572753906,170.4600067138672,169.5,12706000
2023-10-03,169.16000366210938,169.13999938964844,170.0800018310547,168.75,11459800
2023-10-04,169.13999938964844,169.2100067138672,169.41000366210938,168.5,10034600
2023-10-05,168.8300018310547,168.74000549316406,169.0,168.3000030517578,6970200
2023-10-06,169.6999969482422,169.1699981689453,170.22999572753906,168.5,9948400
2023-10-09,172.82000732421875,171.17999267578125,172.86000061035156,171.0800018310547,10201500
2023-10-10,172.52999877929688,172.0800018310547,172.8000030517578,171.89999389648438,5844000
2023-10-11,173.7899932861328,173.60000610351562,174.1300048828125,173.25999450683594,7128000
2023-10-12,173.25999450683594,174.05999755859375,174.22999572753906,173.24000549316406,5912700
2023-10-13,178.8300018310547,176.88999938964844,179.10000610351562,176.72000122070312,18796500
2023-10-16,177.9600067138672,177.83999633789062,178.3300018310547,177.5399932861328,8385400
2023-10-17,178.2899932861328,178.3699951171875,179.1300048828125,177.97999572753906,8231900
2023-10-18,180.8699951171875,180.88999938964844,182.02000427246094,179.75,13920800
2023-10-19,183.08999633789062,181.0399932861328,183.42999267578125,180.82000732421875,13406600
2023-10-20,183.58999633789062,183.42999267578125,185.22999572753906,183.08999633789062,12785700
2023-10-23,182.97000122070312,183.50999450683594,183.55999755859375,182.7100067138672,9479800
2023-10-24,182.9499969482422,182.07000732421875,183.39999389648438,181.67999267578125,6594000
2023-10-25,183.72000122070312,183.4199981689453,184.3000030517578,182.0399932861328,10087000
2023-10-26,184.00999450683594,183.39999389648438,184.49000549316406,182.8699951171875,7671400
2023-10-27,186.14999389648438,183.75999450683594,186.36000061035156,183.47000122070312,14102800
2023-10-30,185.10000610351562,185.5399932861328,185.6999969482422,184.72999572753906,8756400
2023-10-31,184.08999633789062,185.0800018310547,186.2100067138672,183.5,10104600
2023-11-01,183.50999450683594,183.91000366210938,185.0,182.6699981689453,9048600
2023-11-02,184.1199951171875,184.1300048828125,184.27999877929688,183.5,7343700
2023-11-03,184.7899932861328,184.47999572753906,185.47000122070312,184.35000610351562,8530400
2023-11-06,183.35000610351562,184.13999938964844,184.22999572753906,183.33999633789062,8274700
2023-11-07,182.58999633789062,182.25,182.64999389648438,181.75,6795800
2023-11-08,180.77000427246094,182.00999450683594,182.07000732421875,180.57000732421875,6738300
2023-11-09,181.49000549316406,180.97999572753906,182.27999877929688,180.88999938964844,6486300
2023-11-10,179.50999450683594,180.50999450683594,180.58999633789062,179.25,7606600
2023-11-13,180.50999450683594,179.39999389648438,180.72999572753906,179.11000061035156,5385900
2023-11-14,182.1199951171875,181.6999969482422,182.75,181.6199951171875,6831600
2023-11-15,181.63999938964844,182.02999877929688,182.17999267578125,181.30999755859375,4909400
2023-11-16,183.69000244140625,182.85000610351562,184.32000732421875,182.8000030517578,8253300
2023-11-17,183.6699981689453,183.9600067138672,184.1300048828125,183.4499969482422,4871100
2023-11-20,183.3699951171875,182.32000732421875,183.47999572753906,182.22999572753906,5389300
2023-11-21,185.35000610351562,185.57000732421875,186.1199951171875,185.07000732421875,7322400
2023-11-22,184.55999755859375,185.47000122070312,185.72000122070312,184.27000427246094,4337700
2023-11-24,185.52000427246094,185.47000122070312,185.75,185.16000366210938,2445100
2023-11-27,186.77000427246094,186.55999755859375,186.8000030517578,185.92999267578125,6320400
2023-11-28,189.25999450683594,187.89999389648438,189.39999389648438,187.52000427246094,10901900
2023-11-29,189.5399932861328,189.16000366210938,189.99000549316406,189.02000427246094,8407300
2023-11-30,188.75,188.88999938964844,189.24000549316406,188.27999877929688,7558100
2023-12-01,192.00999450683594,188.80999755859375,192.39999389648438,188.69000244140625,16727600
2023-12-04,187.86000061035156,189.60000610351562,190.3800048828125,187.25999450683594,18460500
2023-12-05,187.14999389648438,187.5500030517578,187.8800048828125,186.3000030517578,7027700
2023-12-06,187.83999633789062,188.32000732421875,188.4600067138672,187.5,5778600
2023-12-07,188.14999389648438,188.4499969482422,188.58999633789062,187.25999450683594,5802000
2023-12-08,185.63999938964844,185.92999267578125,186.77999877929688,184.89999389648438,7883200
2023-12-11,183.58999633789062,184.5,184.52999877929688,183.14999389648438,8519500
2023-12-12,183.49000549316406,183.83999633789062,183.97999572753906,183.25999450683594,5056900
2023-12-13,187.6300048828125,183.82000732421875,187.66000366210938,183.3800048828125,10635500
2023-12-14,188.72999572753906,188.86000061035156,189.82000732421875,188.0800018310547,9107200
2023-12-15,187.0,188.52000427246094,188.9600067138672,186.82000732421875,8324800
2023-12-18,187.85000610351562,187.5,188.49000549316406,187.24000549316406,5358000
2023-12-19,189.1300048828125,188.22999572753906,189.72000122070312,188.1300048828125,6025600
2023-12-20,188.10000610351562,188.69000244140625,188.9600067138672,188.08999633789062,6002400
2023-12-21,189.42999267578125,189.2100067138672,189.6199951171875,188.75,4620000
2023-12-22,190.27000427246094,191.60000610351562,191.8800048828125,190.07000732421875,7176300
2023-12-26,191.72000122070312,190.97000122070312,191.74000549316406,190.39999389648438,4502700
2023-12-27,192.58999633789062,191.77000427246094,193.17999267578125,191.5399932861328,5813300
2023-12-28,191.47000122070312,192.33999633789062,192.88999938964844,191.44000244140625,6171500
2023-12-29,191.1699981689453,190.99000549316406,191.63999938964844,190.74000549316406,4612300
2024-01-02,190.72000122070312,191.44000244140625,191.88999938964844,190.5,6025600
2024-01-03,189.1300048828125,188.77000427246094,189.86000061035156,188.16000366210938,8661600
2024-01-04,189.32000732421875,189.0800018310547,189.75,188.69000244140625,4416700
2024-01-05,189.35000610351562,189.67999267578125,191.25999450683594,189.0800018310547,7481900
2024-01-08,187.8699951171875,187.2100067138672,188.74000549316406,187.11000061035156,6215000
2024-01-09,187.92999267578125,188.67999267578125,188.77999877929688,187.72999572753906,4437300
2024-01-10,187.5,188.13999938964844,188.44000244140625,187.2100067138672,4504700
2024-01-11,187.8699951171875,188.02000427246094,188.5500030517578,186.55999755859375,6831100
2024-01-12,189.7100067138672,190.6699981689453,191.0800018310547,189.16000366210938,6833700
2024-01-16,187.91000366210938,189.14999389648438,189.25999450683594,187.5399932861328,6548100
2024-01-17,185.83999633789062,187.30999755859375,187.4199981689453,185.4499969482422,8643200
2024-01-18,187.3699951171875,186.36000061035156,187.39999389648438,186.3000030517578,4685200
2024-01-19,187.92999267578125,188.25999450683594,188.3000030517578,187.44000244140625,5719700
2024-01-22,187.22000122070312,187.22999572753906,187.75999450683594,186.85000610351562,4397500
2024-01-23,187.9499969482422,187.4499969482422,188.14999389648438,187.27999877929688,5040800
2024-01-24,186.39999389648438,188.3300018310547,188.3699951171875,186.32000732421875,6085400
2024-01-25,187.13999938964844,187.33999633789062,187.63999938964844,186.4600067138672,4651000
2024-01-26,187.00999450683594,187.27000427246094,187.3800048828125,186.75999450683594,5064800
2024-01-29,188.3300018310547,188.30999755859375,188.5399932861328,187.19000244140625,5629700
2024-01-30,188.58999633789062,189.6999969482422,189.8300018310547,187.97999572753906,4976500
2024-01-31,188.4499969482422,189.3699951171875,190.4600067138672,188.1300048828125,7886100
2024-02-01,190.41000366210938,189.7100067138672,191.36000061035156,188.99000549316406,10278100
2024-02-02,188.61000061035156,188.07000732421875,188.8699951171875,187.85000610351562,7337600
2024-02-05,187.57000732421875,186.8800048828125,187.82000732421875,186.6999969482422,5436100
2024-02-06,188.5500030517578,187.94000244140625,188.85000610351562,187.74000549316406,4866100
2024-02-07,188.5,188.4499969482422,189.38999938964844,188.27999877929688,6276900
2024-02-08,188.3300018310547,187.91000366210938,188.52999877929688,187.82000732421875,3873300
2024-02-09,187.60000610351562,187.55999755859375,187.77000427246094,187.13999938964844,4412600
2024-02-12,187.11000061035156,186.60000610351562,187.27000427246094,186.36000061035156,4706300
2024-02-13,184.52999877929688,185.35000610351562,185.3800048828125,184.3300018310547,9525800
2024-02-14,184.4199981689453,184.27000427246094,184.8800048828125,183.77999877929688,7031600
2024-02-15,185.66000366210938,185.60000610351562,186.02000427246094,185.10000610351562,6228900
2024-02-16,186.33999633789062,185.0800018310547,186.6699981689453,184.83999633789062,6518500
2024-02-20,187.47000122070312,187.9600067138672,188.02999877929688,187.39999389648438,5531200
2024-02-21,187.47999572753906,187.8800048828125,188.0399932861328,187.10000610351562,5789200
2024-02-22,187.55999755859375,187.55999755859375,187.63999938964844,187.0500030517578,4550800
2024-02-23,188.6199951171875,187.55999755859375,189.17999267578125,187.4600067138672,6827300
2024-02-26,188.1999969482422,187.7899932861328,188.36000061035156,187.52999877929688,4491900
2024-02-27,188.0,188.5800018310547,188.72000122070312,187.8800048828125,5165400
2024-02-28,188.33999633789062,188.33999633789062,188.52000427246094,188.02999877929688,2824100
2024-02-29,189.30999755859375,189.63999938964844,189.9199981689453,189.22999572753906,6848600
2024-03-01,192.88999938964844,190.27000427246094,193.39999389648438,189.44000244140625,13411000
2024-03-04,196.00999450683594,194.14999389648438,196.3300018310547,193.8800048828125,12216300
2024-03-05,197.19000244140625,197.44000244140625,198.13999938964844,196.64999389648438,9672200
2024-03-06,198.80999755859375,198.0800018310547,199.3000030517578,197.44000244140625,10459300
2024-03-07,199.94000244140625,199.5399932861328,200.11000061035156,198.91000366210938,8403700
2024-03-08,201.6300048828125,200.88999938964844,203.3000030517578,200.4499969482422,13540100
2024-03-11,202.0,201.7100067138672,202.41000366210938,201.4600067138672,7329600
2024-03-12,199.7899932861328,200.4199981689453,200.6300048828125,199.16000366210938,9436600
2024-03-13,201.19000244140625,200.44000244140625,201.86000061035156,200.35000610351562,5930000
2024-03-14,200.35000610351562,200.3699951171875,200.47000122070312,199.33999633789062,6865000
2024-03-15,199.7100067138672,199.94000244140625,200.6300048828125,199.57000732421875,4556700
2024-03-18,200.02999877929688,199.66000366210938,200.14999389648438,199.50999450683594,7206800
2024-03-19,199.8000030517578,199.6199951171875,199.80999755859375,198.94000244140625,4657500
2024-03-20,202.17999267578125,199.16000366210938,202.66000366210938,199.1199951171875,9593800
2024-03-21,201.97000122070312,203.8800048828125,203.9199981689453,200.60000610351562,7396500
2024-03-22,200.35000610351562,201.32000732421875,201.86000061035156,199.72000122070312,6918500
2024-03-25,200.99000549316406,201.19000244140625,201.9499969482422,200.97000122070312,4034800
2024-03-26,201.63999938964844,202.64999389648438,202.75999450683594,201.07000732421875,5752700
2024-03-27,203.10000610351562,202.32000732421875,203.22000122070312,202.32000732421875,6041000
2024-03-28,205.72000122070312,204.5399932861328,206.0500030517578,203.8699951171875,9194500
2024-04-01,207.82000732421875,208.67999267578125,208.72999572753906,206.2899932861328,13677100
2024-04-02,210.88999938964844,209.07000732421875,211.02999877929688,208.36000061035156,13421100
2024-04-03,212.74000549316406,210.57000732421875,212.8300018310547,210.3000030517578,11416200
2024-04-04,211.52000427246094,212.0,213.4499969482422,211.02000427246094,12307300
2024-04-05,215.13999938964844,212.49000549316406,215.74000549316406,212.22000122070312,13382700
2024-04-08,216.47999572753906,215.97999572753906,216.80999755859375,214.61000061035156,10331400
2024-04-09,217.6699981689453,217.80999755859375,218.86000061035156,216.4499969482422,13069900
2024-04-10,215.61000061035156,215.3699951171875,217.77999877929688,214.67999267578125,13317500
2024-04-11,219.8000030517578,216.85000610351562,219.83999633789062,215.88999938964844,11415200
2024-04-12,216.88999938964844,221.8699951171875,225.08999633789062,216.02000427246094,30898800
2024-04-15,220.9499969482422,217.94000244140625,221.02999877929688,215.16000366210938,13239000
2024-04-16,221.22000122070312,220.17999267578125,221.99000549316406,218.77999877929688,10746100
2024-04-17,219.58999633789062,221.0500030517578,221.75999450683594,218.52000427246094,11521100
2024-04-18,220.33999633789062,221.30999755859375,221.4600067138672,219.30999755859375,6496900
2024-04-19,221.02999877929688,220.49000549316406,222.36000061035156,220.0800018310547,8689000
2024-04-22,215.57000732421875,216.35000610351562,216.9600067138672,215.13999938964844,13404300
2024-04-23,215.0399932861328,213.9600067138672,215.86000061035156,213.8699951171875,10730300
2024-04-24,214.63999938964844,214.75999450683594,216.35000610351562,214.36000061035156,5741100
2024-04-25,215.9199981689453,214.47000122070312,217.0500030517578,214.33999633789062,6606500
2024-04-26,216.6199951171875,216.77000427246094,217.07000732421875,215.52999877929688,6268500
2024-04-29,216.17999267578125,216.02000427246094,217.22000122070312,215.25,6409900
2024-04-30,211.8699951171875,213.3800048828125,214.1300048828125,211.8000030517578,11248600
2024-05-01,213.7899932861328,212.9600067138672,215.5,212.41000366210938,10373900
2024-05-02,213.1300048828125,211.89999389648438,213.7100067138672,211.49000549316406,6287000
2024-05-03,212.9600067138672,212.88999938964844,213.22999572753906,210.7100067138672,8679900
2024-05-06,215.1999969482422,215.13999938964844,215.91000366210938,214.47000122070312,6840500
2024-05-07,214.2100067138672,214.52000427246094,214.92999267578125,213.8800048828125,5660700
2024-05-08,213.5800018310547,213.6199951171875,214.8000030517578,213.5,4462700
2024-05-09,216.9499969482422,214.47999572753906,216.9499969482422,214.44000244140625,7732500
2024-05-10,218.7100067138672,219.22000122070312,219.60000610351562,218.0800018310547,8700900
2024-05-13,216.25999450683594,217.05999755859375,217.30999755859375,215.8000030517578,4896300
2024-05-14,218.08999633789062,217.30999755859375,218.3800048828125,216.97999572753906,4662700
2024-05-15,220.88999938964844,219.05999755859375,221.19000244140625,217.64999389648438,9297700
2024-05-16,220.02999877929688,220.13999938964844,220.58999633789062,219.41000366210938,4301700
2024-05-17,223.66000366210938,222.17999267578125,223.85000610351562,221.6699981689453,10481900
2024-05-20,224.55999755859375,223.7899932861328,225.66000366210938,223.02000427246094,5990900
2024-05-21,224.22999572753906,224.77000427246094,225.2100067138672,223.6999969482422,4002600
2024-05-22,220.11000061035156,223.08999633789062,223.24000549316406,219.74000549316406,8903100
2024-05-23,215.72000122070312,218.77999877929688,219.22999572753906,215.66000366210938,9537900
2024-05-24,215.9199981689453,216.9600067138672,217.2100067138672,215.74000549316406,4212400
2024-05-28,218.19000244140625,218.42999267578125,218.58999633789062,217.2100067138672,3809700
2024-05-29,216.16000366210938,216.9199981689453,217.16000366210938,216.1199951171875,4185000
2024-05-30,216.57000732421875,216.69000244140625,217.50999450683594,216.41000366210938,3068800
2024-05-31,215.3000030517578,217.77000427246094,217.9600067138672,214.64999389648438,5617200
2024-06-03,217.22000122070312,215.9199981689453,217.82000732421875,215.5399932861328,6172600
2024-06-04,215.27000427246094,216.24000549316406,216.24000549316406,214.1999969482422,5509400
2024-06-05,217.82000732421875,216.69000244140625,218.0800018310547,215.92999267578125,5479200
2024-06-06,219.42999267578125,218.36000061035156,219.97000122070312,218.10000610351562,5283900
2024-06-07,211.60000610351562,215.07000732421875,215.19000244140625,211.5399932861328,12195100
2024-06-10,213.5399932861328,213.1300048828125,214.02000427246094,212.75999450683594,4215300
2024-06-11,214.14999389648438,213.9499969482422,214.3800048828125,213.24000549316406,4004100
2024-06-12,214.72000122070312,216.47000122070312,216.5500030517578,214.1999969482422,5911900
2024-06-13,212.97000122070312,214.44000244140625,214.9600067138672,212.25999450683594,5861100
2024-06-14,215.72999572753906,215.33999633789062,216.0399932861328,214.97999572753906,7076500
2024-06-17,214.61000061035156,214.89999389648438,215.24000549316406,213.60000610351562,3877700
2024-06-18,215.47000122070312,214.3800048828125,215.8300018310547,214.0399932861328,4921400
2024-06-20,218.16000366210938,216.32000732421875,218.74000549316406,216.14999389648438,7290500
2024-06-21,214.77999877929688,217.8300018310547,217.89999389648438,214.25999450683594,8865600
2024-06-24,215.6300048828125,215.5500030517578,215.94000244140625,215.1999969482422,4626900
2024-06-25,214.55999755859375,214.9600067138672,215.30999755859375,214.1199951171875,3820900
2024-06-26,212.5800018310547,212.38999938964844,213.11000061035156,212.1199951171875,4690300
2024-06-27,214.99000549316406,214.7100067138672,215.5,214.4499969482422,4977800
2024-06-28,215.00999450683594,215.63999938964844,215.80999755859375,214.82000732421875,3955100
2024-07-01,215.57000732421875,215.25,216.0,214.49000549316406,3797900
2024-07-02,215.55999755859375,215.3300018310547,216.0800018310547,214.6199951171875,4921700
2024-07-03,217.99000549316406,217.33999633789062,218.74000549316406,217.3300018310547,5055300
2024-07-05,220.92999267578125,219.5800018310547,221.27999877929688,219.5800018310547,5950600
2024-07-08,218.19000244140625,219.63999938964844,220.0399932861328,217.41000366210938,5790800
2024-07-09,218.55999755859375,218.57000732421875,219.2899932861328,217.27000427246094,3901500
2024-07-10,219.36000061035156,220.13999938964844,220.7100067138672,219.16000366210938,5556200
2024-07-11,223.25,222.64999389648438,224.14999389648438,221.47999572753906,9322000
2024-07-12,223.11000061035156,222.02999877929688,223.6199951171875,221.86000061035156,5179300
